Stock Code,Name
2022,DIGIT HOLLYWOOD
2023,CHINA LUDAO
2028,JOLIMARK
2033,TIME WATCH
2066,SHENGJINGBANK
2076,BOSS ZHIPIN-W
2078,PANASIALUM
2080,AUX INTL
2088,XIWANG PROPERTY
2101,FULU HOLDINGS
2102,TAK LEE MACH
2108,K2 F&B
2110,TIAN CHENG HLDG
2111,BEST PACIFIC
2113,CENTURY GP INTL
2115,CM HI-TECH
2116,JS INNOV
"Suspended
2117",DATANG GROUP
2122,KIDSLAND INTL
2129,LEGION CONSO
2131,NETJOY
2137,BRII - B
2139,BANK OF GANSU
2146,ROISERV
2152,SUXIN SERVICES
2165,LING YUE SER GP
2166,SMART-CORE
2167,TI CLOUD
2168,KAISA PROSPER
2171,CARSGEN-B
"Suspended
2175",CH GENERAL EDU
2178,PETRO-KING
2179,RECBIO-B
2180,MANPOWER GRC
2181,MABPHARM-B
2182,TIAN CHANG GP
2190,ZYLOXTB-B
2192,MEDLIVE
2199,REGINA MIRACLE
2203,BRAINHOLE TECH
2205,KANGQIAO SER
2207,RONSHINE SERV
2209,YESASIA HLDGS
2210,BEIJING JIAYE
2215,DEXIN SER GROUP
2218,ANDRE JUICE
2223,CASABLANCA
2226,HONWORLD GP
2227,SOLIS HOLDINGS
2236,WISON ENGRG
2239,SMIT
2258,WATTS INT'L
2262,SLD GROUP
2266,LAI SI ENT
2271,ZHONGAN SERVICE
2281,XINGLU WATER
2286,CHEN XING
2288,RYKADAN CAPITAL
2293,BAMBOOSHEALTH
2295,MAXICITY
2297,RAINMED-B
2298,COSMO LADY
2299,BILLION IND
2307,KAM HING INT'L
2317,VEDAN INT'L
2320,HOP FUNG GROUP
2321,SWANGCHAICHUAN
2322,HK CHAOSHANG GP
2324,CAPITAL VC
2326,NPE HOLDINGS
2330,CHINA UPTOWN
2336,SHUOAO INTL
2340,ISP HOLDINGS
"Suspended
2341",ECOGREEN
2348,DAWNRAYS PHARMA
2352,DOWELL SERVICE
2361,SINOHEALTH HLDG
"Suspended
2370",REDCO HEALTHY
2371,CHUANGLIAN HOLD
2376,LUSHANGSERVICES
2377,BOQI ENV
2381,SMC ELECTRIC
2383,TOM GROUP
2391,TUYA-W
2402,SINOHYTEC
2403,STYLAND W2410
2407,GAUSH MEDITECH
2409,SEACON
2418,DEEWIN
2420,ZIBUYU
2421,KRP DEVELOPMENT
2422,REGO INTERACT
2433,ZT HN GROUP
2440,HOWKINGTECH
2450,HUAIBEI GD CO
2455,RUNHUA SERVICE
2457,BUYANG INTL
2481,WISE LIVING TEC
2482,LOGORY
2488,LAUNCH TECH
2499,FOLANGSI
"Suspended
2500",VENUS MEDTECH-B
2528,FW FASHION INT
2558,JINSHANG BANK
"Suspended
2599",SHINSUN HOLD GP
2611,GTJA
2623,ADD NEW ENERGY
2663,KPA-BM HLDGS
2668,PAK TAK INT'L
2680,INNOVAX HLDGS
2682,YUN LEE MARINE
2683,WAHSUN HANDBAGS
"Suspended
2699",XINMING CHINA
2700,GREEN INTL HLDG
"Suspended
2718",DONGZHENG AFC
"Suspended
2768",JIAYUAN INTL
2863,GOLDEN FAITH GP
2869,GREENTOWN SER
2880,LIAONING PORT
2885,PEIPORT HOLD
2892,MILLION CITIES
2908,KIU HUNG-OLD
2909,CANGGANG-OLD
3302,KINERGY
3322,WIN HANVERKY
3326,PERFECT GROUP
3332,SINOLIFE UTD
"Suspended
3333",EVERGRANDE
3348,CHINA PENGFEI
3366,OCT (ASIA)
3395,JX ENERGY
3603,XINJI SHAXI
"Suspended
3611",HUAFANG GROUP
3616,EVER REACH GP
3626,HSSP INTL
3628,RENHENG ENT
3660,QFIN-S
3686,CLIFFORDML
3689,KANGHUA HEALTH
3699,EB GRAND CHINA
3700,INKEVERSE
3708,CH SUPPLY CHAIN
3718,BJ ENT URBAN
3778,CHINA WEAVING
3813,POU SHENG INT'L
3822,SAM WOO CONS
3828,MING FAI INT'L
3830,KIDDIELAND
3836,HARMONY AUTO
3848,HAOSEN FINTECH
3860,EPS HEALTH TECH
3869,HOSPITAL CORP
3882,SKYLIGHT HLDG
3889,GLOBAL SWEET
3903,HANHUA FIN
3928,S&T HLDGS
3938,LFG INV HLDGS
3963,RONGZHONG FIN
3989,CAPITAL ENV
3990,MIDEA REAL EST
3997,TSO
3999,DACHAN FOOD
4332,AMGEN-T
4333,CISCO-T
4335,INTEL-T
4336,APPL MATERIAL-T
4337,STARBUCKS-T
4338,MICROSOFT-T
4618,GRCB 19USDPREF
4619,BOC 20USDPREF
4620,ICBC 20USDPREF
4621,CINDA 21USDPREF
4801,INTERRA ACQ Z25
4827,VISION DEAL Z24
4836,AQUILA ACQ Z25
4841,HK ACQ Z25
4855,TECHSTARACQ Z25
6033,TELECOM DIGIT
6058,CISI FIN
6080,WING CHI HLDGS
6108,NEW RAY MEDIC
"Suspended
6111",DAFA PPT
6113,UTS MARKETING
"Suspended
6116",LA CHAPELLE
6117,RIZHAO PORT JR
6118,AUSTAR
6119,TIAN YUAN GP
6122,JIUTAI RCB
6128,GRAPHEX GROUP
6133,VITAL INNO
6162,TR INTERIORS
6163,GEMILANG INTL
6182,TWINTEK
6188,BJ DIGITAL
6190,BANKOFJIUJIANG
6196,BANKOFZHENGZHOU
6199,BANK OF GUIZHOU
6609,HEARTCARE-B
6611,SANXUN GROUP
6633,QINGCI GAMES
6655,HUAXIN CEMENT
6661,HUZHOU GAS
6663,IWS GROUP
6668,E-STAR CM
6686,NOAH HOLDINGS
6805,KIMOU ENVIRON
6812,WINSON HLDGS HK
6816,PROSPER CONS
6822,KING'S FLAIR
6836,TIANYUN INT'L
6838,WINOX
6858,HONMAGOLF
6866,ZUOLI M-FIN
"Suspended
6877",CLSA PREMIUM
"Suspended
6880",TEMPUS HOLD
6882,EGL HOLDINGS
6888,FREETECH
6890,KANGLI INT HLDG
6898,CHINA ALUMCAN
6899,OURGAME
6900,SUNKWAN PPT
6909,BETTERLIFE HLDG
6919,RENRUI HR
6928,TOMO HOLDINGS
6929,ORBUSNEICH
6939,MEGAIN
6955,BOAN BIOTECH
6958,ZHENRO SERVICES
6966,C WAN TONG YUAN
6999,LEADING HLDGS
7801,INTERRA ACQ-Z
7827,VISION DEAL-Z
7836,AQUILA ACQ-Z
7841,HK ACQ-Z
7855,TECHSTARACQ-Z
8001,ORIENTSEC INT
8005,YUXING INFOTECH
8006,SINO SPLENDID
"Suspended
8011",POLYARD PETRO
8013,ECI TECH
8019,HAO WEN HLDGS
8021,WLS HOLDINGS
8023,KWONG MAN KEE
8026,CB GLOBAL
8027,KPM HOLDING
8028,TIMELESS
8030,FLYING FIN
8031,ETS GROUP
8033,VODATEL NETWORK
8035,JANCO HOLDINGS
8036,EBROKER GROUP
"Suspended
8039",CHINA COME RIDE
8040,COOLPOINT INNO
8043,ATLINKS
8045,NANDASOFT
8048,YU TAK INT'L
8049,JILIN CHANGLONG
8050,QUANTUM THINK
8053,PIZU GROUP
8056,LIFE CONCEPTS
8057,MADISON HLDG
8059,GLORY FLAME
8060,GLOBAL LINK
8062,EFT SOLUTIONS
8063,GLOBAL M HLDG
8065,KML TECH
8067,OUC HOLDINGS
8069,FLYDOO TECH
8071,CH NETCOMTECH
8072,ROMA META GROUP
8073,SINGYES NM
8076,SING LEE
8080,NAS HOLDINGS
8082,SUNNY SIDE UP
8091,OOH HOLDINGS
8092,ITE HOLDINGS
8098,CL GROUP
8100,GET HOLDINGS
8106,SHENGHUA LANDE
8107,VISION INT HLDG
8112,CORNERSTONE FIN
8113,HI-LEVEL TECH
8115,SHANGHAI QINGPU
8117,CHI P ENERGY
8118,BORTEX GLOBAL
8121,GUOEN HOLDINGS
8123,SINOFORTUNE FIN
8126,G. A. HOLDINGS
8128,CHYY GP
8132,CENTURY EN INTL
8133,JISHENG GP HLDG
8136,IMS GROUP
8139,CHANGAN RH
8143,GF HEALTHCARE
8146,GRACEWINE
8147,MILLENNIUM PG
8149,ALTUS HLDGS
"Suspended
8150",SEAMLESS GREEN
"Suspended
8151",BAO SHEN HLDGS
8152,M&L HOLDINGS
8158,CRMI
"Suspended
8159",CU VENTURE INV
8160,GOLDWAY EDU
8161,MEDINET GROUP
"Suspended
8162",LOCO HK
8163,NOIZ GROUP
"Suspended
8166",CHINA ECO-FARM
8168,AMASSE CAPITAL
8169,ECO-TEK HLDGS
"Suspended
8170",ALL NATION INTL
8172,LAJIN ENT
8173,HEPHAESTUS HLDG
8176,SUPERROBOTICS
8178,CHINA INFO TECH
8179,PALINDA GROUP
8181,SHISHI SERVICES
8186,ALMANA
8188,GME GROUP
8189,TEDA BIOMEDICAL
"Suspended
8191",HONG WEI ASIA
8193,ASIAPAC FIN INV
8200,SAU SAN TONG
8201,PPS INT'L
8203,KAISUN HOLDINGS
8208,WMCH GLOBAL
8213,STARGLORY HLDGS
"Suspended
8215",FIRST CREDIT
8218,ECHO INT HOLD
8219,HANVEY GROUP
8220,BINGO GROUP
"Suspended
8221",GAOYU FINANCE
8222,E LIGHTING
8225,C HEALTH GP
8226,KOALA FIN GP
8227,HAITIAN ANTENNA
8232,CLASSIFIED GP
8237,LINK HOLDINGS
8239,CAPITAL FIN
8241,YING KEE TEA
8245,SHANYU GROUP
8257,GENES TECH
8262,SUPER STRONG
8267,LINEKONG
8268,SMART CITY DEV
8269,WEALTH GLORY
8270,CHINA CBM
8271,GDC
8275,CHINA NEW CONS
8277,STEEDORIENTAL
8280,CDV HOLDINGS
8281,CH GOLD CLASSIC
8285,SLING GROUP
8286,CCOE
8290,AHSAY BACKUP
8291,WAN CHENG METAL
8292,WORLDGATEGLOBAL
8293,SINGASIA HLDG
8295,KINGWISOFT TECH
8296,SINO-LIFE GROUP
8307,MEDICSKIN
"Suspended
8308",GUDOU HLDGS
8310,DAFENG PORT
8311,PERFECT OPT
8313,ZACD
8315,GREATWALLE INC
8317,FINET GROUP
8319,EXPERT SYS
8320,AEC GROUP
8321,TAI KAM HLDGS
"Suspended
8325",CHINA SMARTPAY
8328,XY ELEC STORAGE
8329,NEP INTERLONG
8331,P.B. GROUP
8333,ASTRUM FIN
8337,DIRECTEL
8340,ZIJING INTL FIN
8341,AESO HOLDING
8347,F8 ENT
8348,BINHAI TEDA
"Suspended
8349",GUIXIN GROUP
8353,ANACLE
"Suspended
8356",CNC HOLDINGS
8357,REPUBLIC HC
8365,HATCHER GROUP
8366,ZJ UNITED INV
8370,ZHI SHENG GP
8372,GBG HOLDINGS
"Suspended
8373",INDIGO STAR
8377,HARBOUR EQUINE
"Suspended
8383",LINOCRAFT HLDGS
8391,CORNERSTONE TEC
8392,SATU HOLDINGS
8400,ASIA PIONEER
8401,STREAM IDEAS
8403,DOWWAY
8405,HANG CHI HLDG
8406,CHINA ORAL IND
8411,K W NELSON GP
8412,NEW AMANTE
8413,ASIA GROCERY
8416,HM INTL HLDGS
8417,DADI EDU
8419,AV PROMOTIONS
8420,NEXION TECH
8422,WT GROUP
8423,CHI HO DEV
8425,HING MING HLDGS
8427,SK TARGET
8429,SV VISION
8430,C&N HOLDINGS
8431,HAO BAI INTL
8432,BAR PACIFIC
8436,TAKBO GROUP
"Suspended
8437",RMH HOLDINGS
8439,SOMERLEY CAP
8445,NOBLE ENG GP
8450,EDICO HOLDINGS
8452,FY FINANCIAL
8456,MANSION INTL
8460,BASETROPHY GP
8462,OMNIBRIDGE HLDG
8472,LAPCO HOLDINGS
8475,K GROUP HLDGS
8483,MAX SIGHT GROUP
8489,GP LOGISTICS
8490,NICHE-TECH SEMI
8495,1957 & CO.
8500,ICONCULTURE
8501,SANBASE CORP
8502,OCEAN LINE PORT
8507,I.CENTURY HLDG
8516,GRAND TALENTS
8521,ST INTL HLDGS
8523,SHEUNG MOON
8525,BAIYING HOLDING
8526,WING FUNG GROUP
8532,POLYFAIR HLDGS
8535,VISTAR HOLDINGS
8573,ZHI SHENG GP
8601,BOLTEK
8603,FAMEGLOW
8606,KINETIX SYSTEMS
8607,NARNIA GROUP
8613,ORIENTAL PAY
8616,SUNRAY ENG GP
8620,AE LOGISTICS
8621,METROPOLIS CAP
8631,SUN KONG HLDGS
8635,NOVACON TECH
8645,MICHONG META
8646,CHINA HONGGUANG
8657,TRUE PARTNER
8659,YIK WO INTL
9677,WEIHAI BANK
9686,NEUSOFT XIKANG
9689,JTF INTL
9857,LINMON MEDIA
9877,JENSCARE-B
9882,BEST LINKING
9886,DINGDANG HEALTH
9900,GAIN PLUS HLDGS
9906,HONLIV HEALTH
9908,JIAXING GAS
9916,XINGYE WULIAN
9918,WISE ALLY INTL
9928,TIMES NEIGHBOR
9929,SEM HLDGS
9938,WAH WO HOLDINGS
9963,TRANSTECH
"Suspended
9968",HUIJING HLDGS
"Suspended
9977",FENGXIANG CO
9978,FINELAND LIVING
9983,CC NEW LIFE
"Suspended
9986",DASHAN EDU
9998,KWAN YONG
80737,BAY AREA DEV-R
81299,AIA-R
82020,ANTA SPORTS-R
82331,LI NING-R
86618,JD HEALTH-R
